Unnamed: 0,label,MainText,Cleaned_Text,Tokens
1703,phishing,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,todays vodafone numbers ending with my last four digits are selected to received a award if your number matches please call to claim your award,"['todays', 'vodafone', 'numbers', 'ending', 'with', 'my', 'last', 'four', 'digits', 'are', 'selected', 'to', 'received', 'a', 'award', 'if', 'your', 'number', 'matches', 'please', 'call', 'to', 'claim', 'your', 'award']"
1704,phishing,Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm http://7e4d6417.ngrok.io/paytm,welcome to paytm payment bank your re verification done successful in your wallet get cashback click in link and login your paytm,"['welcome', 'to', 'paytm', 'payment', 'bank', 'your', 're', 'verification', 'done', 'successful', 'in', 'your', 'wallet', 'get', 'cashback', 'click', 'in', 'link', 'and', 'login', 'your', 'paytm']"
1705,phishing,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins,"['goal', 'arsenal', 'henry', 'v', 'liverpool', 'henry', 'scores', 'with', 'a', 'simple', 'shot', 'from', 'yards', 'from', 'a', 'pass', 'by', 'bergkamp', 'to', 'give', 'arsenal', 'a', 'goal', 'margin', 'after', 'mins']"
1706,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,"['good', 'afternoon', 'my', 'love', 'how', 'goes', 'your', 'day', 'what', 'are', 'you', 'up', 'to', 'i', 'woke', 'early', 'and', 'am', 'online', 'waiting', 'for', 'you', 'hmmm', 'italian', 'boy', 'is', 'online', 'i', 'see', 'grins']"
1707,phishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.10,00,000 prize GUARANTEED. Call 8536074310. Claim Code K52. Valid 12hrs only. ",urgent dear flpkart customer we are trying to contact you last weekends draw shows that you wn a rs prize guaranteed call claim code k valid hrs only,"['urgent', 'dear', 'flpkart', 'customer', 'we', 'are', 'trying', 'to', 'contact', 'you', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'wn', 'a', 'rs', 'prize', 'guaranteed', 'call', 'claim', 'code', 'k', 'valid', 'hrs', 'only']"
1708,phishing,"moneycontrol.com now on your BlackBerry! Get stock quotes,  track your portfolio,  watch LIVE TV & more.Get the FREE app at http://m.moneycontrol.com/MoM",moneycontrol com now on your blackberry get stock quotes track your portfolio watch live tv more get the free app at,"['moneycontrol', 'com', 'now', 'on', 'your', 'blackberry', 'get', 'stock', 'quotes', 'track', 'your', 'portfolio', 'watch', 'live', 'tv', 'more', 'get', 'the', 'free', 'app', 'at']"
1709,ham,Yes:)here tv is always available�,yes here tv is always available,"['yes', 'here', 'tv', 'is', 'always', 'available']"
1710,ham,Does not operate after  &lt;#&gt;  or what,does not operate after lt gt or what,"['does', 'not', 'operate', 'after', 'lt', 'gt', 'or', 'what']"
1711,phishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6200992462 Now! ",dear vdafne customer you are a winner of guaranteed caller prize this is our final attempt to contact you to claim call now,"['dear', 'vdafne', 'customer', 'you', 'are', 'a', 'winner', 'of', 'guaranteed', 'caller', 'prize', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'you', 'to', 'claim', 'call', 'now']"
1712,phishing,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply of call now,"['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'video', 'mobile', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'of', 'call', 'now']"
1713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",save yourself the stress if the person has a dorm account just send your account details and the money will be sent to you,"['save', 'yourself', 'the', 'stress', 'if', 'the', 'person', 'has', 'a', 'dorm', 'account', 'just', 'send', 'your', 'account', 'details', 'and', 'the', 'money', 'will', 'be', 'sent', 'to', 'you']"
1714,phishing,Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone sub to weekly ringtone send subpoly to per week stop sms,"['free', 'top', 'ringtone', 'sub', 'to', 'weekly', 'ringtone', 'send', 'subpoly', 'to', 'per', 'week', 'stop', 'sms']"
1715,ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,god s love has no limit god s grace has no measure god s power has no boundaries may u have god s endless blessings always in ur life gud ni,"['god', 's', 'love', 'has', 'no', 'limit', 'god', 's', 'grace', 'has', 'no', 'measure', 'god', 's', 'power', 'has', 'no', 'boundaries', 'may', 'u', 'have', 'god', 's', 'endless', 'blessings', 'always', 'in', 'ur', 'life', 'gud', 'ni']"
1716,phishing,New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddy chat guys in ur area just p free receive search postcode or at gaytextbuddy com txt one name to rpl stop cnl,"['new', 'textbuddy', 'chat', 'guys', 'in', 'ur', 'area', 'just', 'p', 'free', 'receive', 'search', 'postcode', 'or', 'at', 'gaytextbuddy', 'com', 'txt', 'one', 'name', 'to', 'rpl', 'stop', 'cnl']"
1717,ham,"Thanks, I'll keep that in mind",thanks i ll keep that in mind,"['thanks', 'i', 'll', 'keep', 'that', 'in', 'mind']"
1718,ham,"As in missionary hook up, doggy hook up, standing...|",as in missionary hook up doggy hook up standing,"['as', 'in', 'missionary', 'hook', 'up', 'doggy', 'hook', 'up', 'standing']"
1719,ham,"When you just put in the + sign, choose my number and the pin will show. Right?",when you just put in the sign choose my number and the pin will show right,"['when', 'you', 'just', 'put', 'in', 'the', 'sign', 'choose', 'my', 'number', 'and', 'the', 'pin', 'will', 'show', 'right']"
1720,ham,Dear we are going to our rubber place,dear we are going to our rubber place,"['dear', 'we', 'are', 'going', 'to', 'our', 'rubber', 'place']"
1721,phishing,"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",dueto the central bank directive with regards to bvn update your atm card has been de activated to re activate call customer care on,"['dueto', 'the', 'central', 'bank', 'directive', 'with', 'regards', 'to', 'bvn', 'update', 'your', 'atm', 'card', 'has', 'been', 'de', 'activated', 'to', 're', 'activate', 'call', 'customer', 'care', 'on']"
1722,ham,Dont put your phone on silent mode ok,dont put your phone on silent mode ok,"['dont', 'put', 'your', 'phone', 'on', 'silent', 'mode', 'ok']"
1723,ham,No need lar i go engin? Cos my sis at arts today...,no need lar i go engin cos my sis at arts today,"['no', 'need', 'lar', 'i', 'go', 'engin', 'cos', 'my', 'sis', 'at', 'arts', 'today']"
1724,ham,"Sorry, I'll call later at night",sorry i ll call later at night,"['sorry', 'i', 'll', 'call', 'later', 'at', 'night']"
1725,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends..!! ",when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends,"['when', 'people', 'see', 'my', 'msgs', 'they', 'think', 'iam', 'addicted', 'to', 'msging', 'they', 'are', 'wrong', 'bcoz', 'they', 'dont', 'know', 'that', 'iam', 'addicted', 'to', 'my', 'sweet', 'friends']"
1726,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg kalstiya then had tea coffee,"['en', 'chikku', 'nange', 'bakra', 'msg', 'kalstiya', 'then', 'had', 'tea', 'coffee']"
1727,ham,Am okay. Will soon be over. All the best,am okay will soon be over all the best,"['am', 'okay', 'will', 'soon', 'be', 'over', 'all', 'the', 'best']"
1728,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay no no just shining on that was meant to be signing but that sounds better,"['okay', 'no', 'no', 'just', 'shining', 'on', 'that', 'was', 'meant', 'to', 'be', 'signing', 'but', 'that', 'sounds', 'better']"
1729,ham,Dont talk to him ever ok its my word.,dont talk to him ever ok its my word,"['dont', 'talk', 'to', 'him', 'ever', 'ok', 'its', 'my', 'word']"
1730,ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,i ve sent my wife your text after we buy them she ll tell you what to do so just relax we should go get them this wkend,"['i', 've', 'sent', 'my', 'wife', 'your', 'text', 'after', 'we', 'buy', 'them', 'she', 'll', 'tell', 'you', 'what', 'to', 'do', 'so', 'just', 'relax', 'we', 'should', 'go', 'get', 'them', 'this', 'wkend']"
1731,ham,TaKe CaRE n gET WeLL sOOn,take care n get well soon,"['take', 'care', 'n', 'get', 'well', 'soon']"
1732,ham,Today my system sh get ready.all is well and i am also in the deep well,today my system sh get ready all is well and i am also in the deep well,"['today', 'my', 'system', 'sh', 'get', 'ready', 'all', 'is', 'well', 'and', 'i', 'am', 'also', 'in', 'the', 'deep', 'well']"
1733,phishing,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen to email call,"['email', 'alertfrom', 'jeri', 'stewartsize', 'kbsubject', 'low', 'cost', 'prescripiton', 'drvgsto', 'listen', 'to', 'email', 'call']"
1734,ham,Am going to take bath ill place the key in window:-),am going to take bath ill place the key in window,"['am', 'going', 'to', 'take', 'bath', 'ill', 'place', 'the', 'key', 'in', 'window']"
1735,phishing,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,warner village c colin farrell in swat this wkend warner village get free med popcorn just show msg ticket kiosk valid c t c kiosk reply sony mre film offers,"['warner', 'village', 'c', 'colin', 'farrell', 'in', 'swat', 'this', 'wkend', 'warner', 'village', 'get', 'free', 'med', 'popcorn', 'just', 'show', 'msg', 'ticket', 'kiosk', 'valid', 'c', 't', 'c', 'kiosk', 'reply', 'sony', 'mre', 'film', 'offers']"
1736,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,so there s a ring that comes with the guys costumes it s there so they can gift their future yowifes hint hint,"['so', 'there', 's', 'a', 'ring', 'that', 'comes', 'with', 'the', 'guys', 'costumes', 'it', 's', 'there', 'so', 'they', 'can', 'gift', 'their', 'future', 'yowifes', 'hint', 'hint']"
1737,ham,I am going to film 2day da. At 6pm. Sorry da.,i am going to film day da at pm sorry da,"['i', 'am', 'going', 'to', 'film', 'day', 'da', 'at', 'pm', 'sorry', 'da']"
1738,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,a little meds say take once every hours it s only been but pain is back so i took another hope i don t die,"['a', 'little', 'meds', 'say', 'take', 'once', 'every', 'hours', 'it', 's', 'only', 'been', 'but', 'pain', 'is', 'back', 'so', 'i', 'took', 'another', 'hope', 'i', 'don', 't', 'die']"
1739,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,you please give us connection today itself before lt decimal gt or refund the bill,"['you', 'please', 'give', 'us', 'connection', 'today', 'itself', 'before', 'lt', 'decimal', 'gt', 'or', 'refund', 'the', 'bill']"
1740,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs,"['i', 'want', 'to', 'tell', 'you', 'how', 'bad', 'i', 'feel', 'that', 'basically', 'the', 'only', 'times', 'i', 'text', 'you', 'lately', 'are', 'when', 'i', 'need', 'drugs']"
1741,ham,NEFT Transaction with reference number 456367 for Rs.9000  has been credited to the beneficiary account on 5th jan at 3.00PM.,neft transaction with reference number for rs has been credited to the beneficiary account on th jan at pm,"['neft', 'transaction', 'with', 'reference', 'number', 'for', 'rs', 'has', 'been', 'credited', 'to', 'the', 'beneficiary', 'account', 'on', 'th', 'jan', 'at', 'pm']"
1742,ham,I'm awake oh. What's up.,i m awake oh what s up,"['i', 'm', 'awake', 'oh', 'what', 's', 'up']"
1743,ham,You still around? I could use a half-8th,you still around i could use a half th,"['you', 'still', 'around', 'i', 'could', 'use', 'a', 'half', 'th']"
1744,ham,Ryder unsold.now gibbs.,ryder unsold now gibbs,"['ryder', 'unsold', 'now', 'gibbs']"
1745,ham,I will spoil you in bed as well :),i will spoil you in bed as well,"['i', 'will', 'spoil', 'you', 'in', 'bed', 'as', 'well']"
1746,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",probably not i m almost out of gas and i get some cash tomorrow,"['probably', 'not', 'i', 'm', 'almost', 'out', 'of', 'gas', 'and', 'i', 'get', 'some', 'cash', 'tomorrow']"
1747,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,good afternoon my boytoy how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe,"['good', 'afternoon', 'my', 'boytoy', 'how', 'goes', 'that', 'walking', 'here', 'and', 'there', 'day', 'did', 'you', 'get', 'that', 'police', 'abstract', 'are', 'you', 'still', 'out', 'and', 'about', 'i', 'wake', 'and', 'miss', 'you', 'babe']"
1748,ham,"God picked up a flower and dipped it in a DEW, lovingly touched it which turned into YOU, and the he gifted to me and said,THIS IS YOUR LOVE",god picked up a flower and dipped it in a dew lovingly touched it which turned into you and the he gifted to me and said this is your love,"['god', 'picked', 'up', 'a', 'flower', 'and', 'dipped', 'it', 'in', 'a', 'dew', 'lovingly', 'touched', 'it', 'which', 'turned', 'into', 'you', 'and', 'the', 'he', 'gifted', 'to', 'me', 'and', 'said', 'this', 'is', 'your', 'love']"
1749,ham,Are you driving or training?,are you driving or training,"['are', 'you', 'driving', 'or', 'training']"
1750,ham,I have lost 10 kilos as of today!,i have lost kilos as of today,"['i', 'have', 'lost', 'kilos', 'as', 'of', 'today']"
1751,ham,K.k.how is your business now?,k k how is your business now,"['k', 'k', 'how', 'is', 'your', 'business', 'now']"
1752,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,"['life', 'is', 'more', 'strict', 'than', 'teacher', 'bcoz', 'teacher', 'teaches', 'lesson', 'amp', 'then', 'conducts', 'exam', 'but', 'life', 'first', 'conducts', 'exam', 'amp', 'then', 'teaches', 'lessons', 'happy', 'morning']"
